platform,level,cause,sensitivity_y,sensitivity_x,version,playthrough,timestamp,userId,domain,_doc_id,music,unix_time,ab_group
WebGLPlayer,6,abandoned,100,100,1.0,1,2026-02-25 05:44:49.487000+00:00,fb093188-7616-4e0f-8509-4279e51245ec,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,jdNnnTcCChqqM27EWtvf,,,
WebGLPlayer,4,,66,67,1.2,1,,69e6bcf3-1aa7-418f-82e3-7256c4d066ee,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,jhnJhc1TMpnSd0PC3XXz,0.0,1773273991.0,1.0
WebGLPlayer,3,,66,67,1.2,1,,69e6bcf3-1aa7-418f-82e3-7256c4d066ee,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,k1a5a36jzEYlnfNWzNpX,0.0,1773273445.0,1.0
WebGLPlayer,3,trigger,100,100,1.0,1,2026-02-25 05:26:20.154000+00:00,7df36adf-44de-4187-9323-696cee2fb545,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,k7Cz2dsg2DKec3py19bc,,,
WebGLPlayer,2,trigger,47,54,1.0,1,2026-02-26 02:06:13.788000+00:00,12ea51bf-5b57-4891-a08f-a0a9cb036581,https://bmanske505.github.io/Escape-The-Forest/,kZj6o9jCQUavkB22gFfx,,,
WebGLPlayer,3,trigger,100,100,1.0,1,2026-02-25 02:39:05.591000+00:00,98df4f7c-2f7d-4336-8e31-98e565231e8f,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,lQjOTMOGeGyjN78UkjG8,,,
WebGLPlayer,1,trigger,47,54,1.0,1,2026-02-26 02:01:24.603000+00:00,12ea51bf-5b57-4891-a08f-a0a9cb036581,https://bmanske505.github.io/Escape-The-Forest/,lQzOCU0SMWx5WTJxAPlC,,,
WebGLPlayer,4,,100,100,1.2,1,,d0fcd681-1078-40f5-9599-5084f7b318ae,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,lSvZUlBoND6snyxniyQO,0.0,1773604513.0,1.0
WebGLPlayer,3,trigger,100,100,1.0,1,2026-02-26 02:17:01.511000+00:00,5559dbb6-6a01-4a3f-bb34-05607bbc4d07,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,mIHKy4GLF8dN7gbD5yju,,,
WebGLPlayer,2,trigger,100,100,1.0,1,2026-02-26 03:33:26.856000+00:00,2b5f5563-355f-4ed4-be41-a21cfbb88aea,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,mL6Bk4Z9I4wrhfV5Um7V,,,
WebGLPlayer,3,trigger,100,100,1.1,1,1772672897275,42993cc6-9738-4aac-ae31-6d6f44a79105,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,mPUU0IdGnifi8aBNrUwt,,1772672897.0,
WebGLPlayer,4,abandoned,100,100,1.0,1,2026-02-26 04:00:39.539000+00:00,2b5f5563-355f-4ed4-be41-a21cfbb88aea,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,mSXrDWtJ7w5Ad3LlNrlC,,,
WebGLPlayer,3,trigger,100,100,1.1,1,1772672749034,42993cc6-9738-4aac-ae31-6d6f44a79105,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,nJOd3yLVoKAsFgJqC1zC,,1772672749.0,
WebGLPlayer,4,stalker,100,100,1.0,1,2026-02-25 02:42:58.439000+00:00,98df4f7c-2f7d-4336-8e31-98e565231e8f,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,nP1fal5e6CKG37ISgW4h,,,
WebGLPlayer,3,trigger,100,100,1.0,1,2026-02-25 04:43:02.134000+00:00,70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,nS1jWqNVfXq9mQQiBdmM,,,
WebGLPlayer,4,,100,100,1.2,1,,9499e297-7432-4864-933c-088679dad8ff,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,ncjWBcGvxawaILkUyT0n,0.0,1773334190.0,1.0
WebGLPlayer,3,trigger,5,5,1.1,1,1772549589841,1f510df4-b380-4bf3-9798-b3c6f23e8d37,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,nyKLCCqKfHp6FoFmFViX,,1772549589.0,
WebGLPlayer,1,trigger,100,100,1.0,2,2026-02-26 00:09:23.973000+00:00,d0826227-0ba6-40a9-88b0-823d1c437007,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,oDHTTwphX6JvC2ZsMuuP,,,
WebGLPlayer,4,,66,67,1.2,1,,69e6bcf3-1aa7-418f-82e3-7256c4d066ee,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,oxsfBktqVX8o0VuBFEBm,0.0,1773274084.0,1.0
WebGLPlayer,2,trigger,100,100,1.0,1,2026-02-25 01:46:44.508000+00:00,48d112f6-a109-4804-95d5-fd9956b1ade6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,oy21rVcINCdLj0yfJ7Er,,,
WebGLPlayer,4,trigger,47,54,1.0,1,2026-02-26 02:13:37.132000+00:00,12ea51bf-5b57-4891-a08f-a0a9cb036581,https://bmanske505.github.io/Escape-The-Forest/,pBbhmX2LHc5qa08VmX5R,,,
WebGLPlayer,1,trigger,100,100,1.0,1,2026-02-25 01:23:32.925000+00:00,aaf31f2b-cd73-4dc0-b491-ce61797253fc,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,pWIcV1HoshxaPcgh9gJ8,,,
WebGLPlayer,4,trigger,100,100,1.0,1,2026-02-26 04:04:43.194000+00:00,2b5f5563-355f-4ed4-be41-a21cfbb88aea,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,pZBdB7xBeKAtU3VK02U8,,,
WebGLPlayer,4,trigger,100,100,1.0,1,2026-02-25 02:42:00.090000+00:00,98df4f7c-2f7d-4336-8e31-98e565231e8f,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,pibpVVldKf4OJEybOGzC,,,
WebGLPlayer,4,trigger,5,5,1.1,1,1772550437476,1f510df4-b380-4bf3-9798-b3c6f23e8d37,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,q8Z7kTHivCsG6QyLu9lb,,1772550437.0,
WebGLPlayer,3,,100,100,1.2,1,,918a5f2b-58b5-49b5-8927-3576999fb2f9,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,qEn6Nf8ygGawhK002t6d,0.0,1773358437.0,0.0
WebGLPlayer,1,trigger,100,100,1.0,1,2026-02-25 05:34:22.823000+00:00,10399faa-8e46-46d7-95ef-6e50cb706ee6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,qKkacf7bUFOytfkMkGoz,,,
WebGLPlayer,4,abandoned,100,100,1.0,1,2026-02-25 05:46:39.570000+00:00,10399faa-8e46-46d7-95ef-6e50cb706ee6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,qUcUPTCEcrKdz4egS7Nw,,,
WebGLPlayer,3,,14,17,1.2,2,,24bbaba8-dc51-4a09-b007-88a9522667a4,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,qqDGCRheaXk9wNiF7LCl,0.0,1773256745.0,1.0
WebGLPlayer,4,trigger,100,100,1.0,1,2026-02-26 04:04:25.204000+00:00,2b5f5563-355f-4ed4-be41-a21cfbb88aea,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,qqdu4HQHCPGxTHCDh6b0,,,
WebGLPlayer,4,,9,7,1.2,2,,6890b777-81da-4a16-bd22-e1463f6d3701,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,qym0h7bgZ5k7lzQd4Jr8,0.0,1773265250.0,1.0
WebGLPlayer,2,trigger,100,100,1.0,1,2026-02-25 02:33:39.198000+00:00,98df4f7c-2f7d-4336-8e31-98e565231e8f,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,r5qizawDEeN3nwTaczHS,,,
WebGLPlayer,4,stalker,100,100,1.0,2,2026-02-25 04:46:13.811000+00:00,d9490c57-0d14-4cf4-a6d5-6ac9f005e219,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,r6iGYsyZipGLv7yuSpsj,,,
WebGLPlayer,1,trigger,100,100,1.0,1,2026-02-25 23:03:33.431000+00:00,d45cf436-5581-4a62-bfa6-e33dea22d1da,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,rNHUnfgl5NVv1vPgvCOy,,,
WebGLPlayer,2,trigger,100,100,1.0,1,2026-02-26 20:48:24.216000+00:00,576e8a75-8c91-465f-a6f2-5daa6f4306b0,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,rZ6sKUrLHuY1LqijN4hZ,,,
WebGLPlayer,3,,100,100,1.2,1,,9499e297-7432-4864-933c-088679dad8ff,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,rtJRyvtByLXxA14U1jWO,0.0,1773333896.0,1.0
WebGLPlayer,3,,66,67,1.2,1,,69e6bcf3-1aa7-418f-82e3-7256c4d066ee,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,rw8cY1OtrmdbUQFoIYT3,0.0,1773273549.0,1.0
WebGLPlayer,4,,14,17,1.2,2,,24bbaba8-dc51-4a09-b007-88a9522667a4,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,s4IfU312T84gU9kD7jxI,0.0,1773257205.0,1.0
WebGLPlayer,4,stalker,100,100,1.0,2,2026-02-25 05:04:08.166000+00:00,d9490c57-0d14-4cf4-a6d5-6ac9f005e219,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,sIqDOm1sW7cbJtBFneOG,,,
WebGLPlayer,4,abandoned,100,100,1.0,1,2026-02-26 03:46:36.127000+00:00,2b5f5563-355f-4ed4-be41-a21cfbb88aea,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,sNd69pgBLAIVl8wjIH54,,,
WebGLPlayer,3,trigger,100,100,1.1,3,1772574927007,4ba415ef-8d1a-4f0c-9d99-af4c6cbb28d9,https://bmanske505.github.io/Escape-The-Forest/,sPnaK43Tma4Mu8lCnCql,,1772574927.0,
WebGLPlayer,1,trigger,100,100,1.0,1,2026-02-25 18:51:01.081000+00:00,12ea51bf-5b57-4891-a08f-a0a9cb036581,https://bmanske505.github.io/Escape-The-Forest/,suLKULFzGHc90GXmTN6J,,,
WebGLPlayer,3,trigger,100,100,1.1,3,1772586503686,4ba415ef-8d1a-4f0c-9d99-af4c6cbb28d9,https://bmanske505.github.io/Escape-The-Forest/,szbDwpxyR17NGc5ebXYr,,1772586503.0,
WebGLPlayer,3,trigger,7,8,1.1,1,1772511640353,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,t6QajvNCApH0ciB2mkvP,,1772511640.0,
WebGLPlayer,6,,14,17,1.2,2,,24bbaba8-dc51-4a09-b007-88a9522667a4,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,tk8lLrkyvKgsRAb987O8,0.0,1773280642.0,1.0
WebGLPlayer,3,trigger,7,8,1.1,1,1772511748424,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,u5zqXzh4q0QToVoYRgok,,1772511748.0,
WebGLPlayer,2,trigger,100,100,1.0,2,2026-02-25 19:31:08.690000+00:00,856eb70f-1272-4b9f-a2bd-4f8ef97c042c,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,u76OXooYvFZu1MjzTFM8,,,
WebGLPlayer,3,,100,100,1.2,1,,918a5f2b-58b5-49b5-8927-3576999fb2f9,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,uAS7PtE256qiAWgRgTov,0.0,1773358404.0,0.0
WebGLPlayer,1,trigger,100,100,1.0,1,2026-02-26 20:46:03.456000+00:00,140c3497-a723-4a52-8bb9-582edf7fd8b9,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,uGD7IDJXa1kysRWcCFjN,,,
WebGLPlayer,3,trigger,7,8,1.1,1,1772511688950,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,uRY5FJxB7KgcFvusES5q,,1772511688.0,
WebGLPlayer,3,trigger,7,8,1.1,1,1772511567588,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,uTHAJMf15OF2igOAV2Gz,,1772511567.0,
WebGLPlayer,1,trigger,100,100,1.0,1,2026-02-25 05:35:40.729000+00:00,fb093188-7616-4e0f-8509-4279e51245ec,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,v2ssn4YHxTC4L3TlYx5J,,,
WebGLPlayer,3,,46,49,1.2,2,,ed1da240-bdee-4af5-b0aa-d97140d7d27d,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,vzzcUIoPMKE1YebGraZt,0.0,1773273955.0,0.0
WebGLPlayer,4,trigger,100,100,1.0,1,2026-02-26 07:12:58.768000+00:00,05c9809b-f15b-4a30-af0c-d20d66f6c816,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,wINya73IX7Qks6V6nkOw,,,
WebGLPlayer,3,,100,100,1.2,1,,d0fcd681-1078-40f5-9599-5084f7b318ae,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,wRwh9mVxeVNTVd4oLTcS,0.0,1773604344.0,1.0
WebGLPlayer,3,trigger,100,100,1.1,1,1772673030302,42993cc6-9738-4aac-ae31-6d6f44a79105,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,wU5pq6T3VYk9apbCkP2d,,1772673030.0,
WebGLPlayer,4,,100,100,1.2,1,,918a5f2b-58b5-49b5-8927-3576999fb2f9,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,wWyrwVUcVquOHx1wkkU9,0.0,1773358633.0,0.0
WebGLPlayer,3,,14,17,1.2,2,,24bbaba8-dc51-4a09-b007-88a9522667a4,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,wgwE888LG1X4h9iSA1nf,0.0,1773256813.0,1.0
WebGLPlayer,4,trigger,100,100,1.0,1,2026-02-25 01:55:05.565000+00:00,48d112f6-a109-4804-95d5-fd9956b1ade6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,xNI2H4cTdOg0kC9vpspW,,,
WebGLPlayer,3,,100,100,1.2,1,,f8cd3c4e-f19f-4d31-b3fa-14917d17375a,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,xYkMbuVjKR4F1i1QZb8R,0.0,1773461311.0,1.0
WebGLPlayer,6,abandoned,100,100,1.0,1,2026-02-25 05:49:38.030000+00:00,fb093188-7616-4e0f-8509-4279e51245ec,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,xgmVHWscbIEMJIuxTY4N,,,
WebGLPlayer,5,,100,100,1.2,1,,d0fcd681-1078-40f5-9599-5084f7b318ae,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,xhEqsMFVItv8p33e0WOD,0.0,1773604666.0,1.0
WebGLPlayer,6,,14,17,1.2,2,,24bbaba8-dc51-4a09-b007-88a9522667a4,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,xomAfVMCLAMYDcbO9Q8I,0.0,1773280687.0,1.0
WebGLPlayer,2,trigger,100,100,1.0,1,2026-02-25 05:22:41.280000+00:00,7df36adf-44de-4187-9323-696cee2fb545,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,yOhoXbUEBIIeItB94BGw,,,
WebGLPlayer,4,,100,100,1.2,1,,f8cd3c4e-f19f-4d31-b3fa-14917d17375a,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,zIUgX1dvpaiYP8bwv8Cx,0.0,1773461386.0,1.0
WebGLPlayer,3,trigger,100,100,1.0,1,2026-02-26 06:47:55.660000+00:00,05c9809b-f15b-4a30-af0c-d20d66f6c816,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,za2Y5wNikVQNnShoJu03,,,
WebGLPlayer,4,abandoned,100,100,1.0,1,2026-02-26 03:58:47.984000+00:00,2b5f5563-355f-4ed4-be41-a21cfbb88aea,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,zdcigudqxtD5tn3aSfUG,,,
WebGLPlayer,5,,100,100,1.2,1,,918a5f2b-58b5-49b5-8927-3576999fb2f9,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,zqhwKz3pJoRttgCtBEzB,0.0,1773358847.0,0.0
WebGLPlayer,4,,100,100,1.2,1,,d9ff913c-bfc2-467c-9042-9862e7cb4339,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,ztO45t6tvf1uHoZ7JNfx,0.0,1773610213.0,1.0
