userId,sensitivity_y,domain,level,sensitivity_x,version,playthrough,platform,timestamp,_doc_id
4ba415ef-8d1a-4f0c-9d99-af4c6cbb28d9,100,https://bmanske505.github.io/Escape-The-Forest/,4,100,1.0,1,WebGLPlayer,2026-02-28 00:22:00.839000+00:00,BQM5bbhRK6sxk4xDYxQ6
10399faa-8e46-46d7-95ef-6e50cb706ee6,100,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,6,100,1.0,1,WebGLPlayer,2026-02-25 05:51:37.570000+00:00,BRapgFkeetT1dSlRk9TL
05c9809b-f15b-4a30-af0c-d20d66f6c816,100,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,3,100,1.0,1,WebGLPlayer,2026-02-26 06:56:34.628000+00:00,CIdS0Rz72oZ79ptkR1gs
5559dbb6-6a01-4a3f-bb34-05607bbc4d07,100,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,4,100,1.0,1,WebGLPlayer,2026-02-26 02:28:29.235000+00:00,CM6INHFKk4v3iX7nYRgK
05c9809b-f15b-4a30-af0c-d20d66f6c816,100,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,4,100,1.0,1,WebGLPlayer,2026-02-26 07:05:39.625000+00:00,CeOX2GCZWoZBV7CFRrcS
d0826227-0ba6-40a9-88b0-823d1c437007,100,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,4,100,1.0,2,WebGLPlayer,2026-02-26 00:33:12.732000+00:00,CgFd5t3P42gEwukxfRoH
fb093188-7616-4e0f-8509-4279e51245ec,100,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,6,100,1.0,1,WebGLPlayer,2026-02-25 05:43:18.449000+00:00,DZ3CE3nqgKjsEmwRUEPF
05c9809b-f15b-4a30-af0c-d20d66f6c816,100,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,4,100,1.0,1,WebGLPlayer,2026-02-26 06:57:36.196000+00:00,EcGhmRmcP9b6DX300mv2
d9490c57-0d14-4cf4-a6d5-6ac9f005e219,100,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,4,100,1.0,2,WebGLPlayer,2026-02-25 05:13:30.969000+00:00,F3aI4pb9eabMSK84MK4W
2b5f5563-355f-4ed4-be41-a21cfbb88aea,100,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,3,100,1.0,1,WebGLPlayer,2026-02-26 03:41:10.696000+00:00,F8Qoj1kPYw5UJTmrazCS
05c9809b-f15b-4a30-af0c-d20d66f6c816,100,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,4,100,1.0,1,WebGLPlayer,2026-02-26 06:59:06.605000+00:00,FjHInCUchieoCngzMFdb
d9490c57-0d14-4cf4-a6d5-6ac9f005e219,100,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,4,100,1.0,2,WebGLPlayer,2026-02-25 04:32:24.666000+00:00,GZAJKwZDmR8fnwm6WR2D
98df4f7c-2f7d-4336-8e31-98e565231e8f,100,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,4,100,1.0,1,WebGLPlayer,2026-02-25 02:41:54.278000+00:00,GZjFFtH89rPusD5Zqws0
d0826227-0ba6-40a9-88b0-823d1c437007,100,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,4,100,1.0,2,WebGLPlayer,2026-02-26 00:26:16.335000+00:00,HICd2R4n6YnQtS3pLKf0
7df36adf-44de-4187-9323-696cee2fb545,100,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,3,100,1.0,1,WebGLPlayer,2026-02-25 05:23:37.538000+00:00,HuekNtYxjHFK7BvXPrUZ
70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,100,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,4,100,1.0,1,WebGLPlayer,2026-02-25 05:06:25.068000+00:00,ICfuoMmdwGPuPKfu5N3R
7df36adf-44de-4187-9323-696cee2fb545,100,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,3,100,1.0,1,WebGLPlayer,2026-02-25 05:25:27.837000+00:00,IpOOFJE2zsdMQMzXRz8l
98df4f7c-2f7d-4336-8e31-98e565231e8f,100,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,4,100,1.0,1,WebGLPlayer,2026-02-25 02:44:40.321000+00:00,MOBBjvUG74apTZtDh8Wg
